Relaxation	TimeSeparation
0.166106	20
0.164650	21
0.163203	21
0.161759	21
0.160309	21
0.158862	21
0.157434	21
0.156021	21
0.154622	21
0.153244	21
0.151875	21
0.150521	22
0.149178	22
0.147838	22
0.146498	22
0.145171	22
0.143864	22
0.142557	22
0.141253	22
0.139953	22
0.138668	22
0.137404	23
0.136158	23
0.134934	23
0.133715	23
0.132494	23
0.131272	23
0.130053	23
0.128831	23
0.127619	23
0.126411	23
0.125223	24
0.124052	24
0.122897	24
0.121750	24
0.120614	24
0.119496	24
0.118404	24
0.117329	24
0.116281	24
0.115246	24
0.114222	25
0.113209	25
0.112203	25
0.111193	25
0.110195	25
0.109212	25
0.108235	25
0.107256	25
0.106294	25
0.105354	25
0.104440	26
0.103543	26
0.102663	26
0.101779	26
0.100893	26
0.100015	26
0.099139	26
0.098272	26
0.097420	26
0.096575	26
0.095730	27
0.094891	27
0.094053	27
0.093214	27
0.092383	27
0.091564	27
0.090759	27
0.089958	27
0.089158	27
0.088372	27
0.087588	28
0.086807	28
0.086030	28
0.085260	28
0.084494	28
0.083727	28
0.082968	28
0.082219	28
0.081477	28
0.080744	28
0.080015	29
0.079288	29
0.078563	29
0.077848	29
0.077139	29
0.076445	29
0.075754	29
0.075062	29
0.074369	29
0.073667	29
0.072971	30
0.072275	30
0.071576	30
0.070872	30
0.070174	30
0.069484	30
0.068800	30
0.068121	30
0.067452	30
0.066790	30
0.066121	31
0.065443	31
0.064774	31
0.064109	31
0.063436	31
0.062776	31
0.062126	31
0.061478	31
0.060833	31
0.060194	31
0.059572	32
0.058968	32
0.058370	32
0.057779	32
0.057202	32
0.056636	32
0.056091	32
0.055549	32
0.055001	32
0.054447	32
0.053897	33
0.053336	33
0.052786	33
0.052250	33
0.051727	33
0.051212	33
0.050692	33
0.050148	33
0.049603	33
0.049067	33
0.048542	34
0.048020	34
0.047496	34
0.046968	34
0.046445	34
0.045920	34
0.045399	34
0.044875	34
0.044347	34
0.043815	34
0.043291	35
0.042769	35
0.042263	35
0.041772	35
0.041285	35
0.040805	35
0.040324	35
0.039845	35
0.039358	35
0.038865	35
0.038374	36
0.037900	36
0.037432	36
0.036972	36
0.036505	36
0.036051	36
0.035607	36
0.035163	36
0.034711	36
0.034263	36
0.033814	37
0.033378	37
0.032950	37
0.032528	37
0.032121	37
0.031719	37
0.031329	37
0.030952	37
0.030584	37
0.030210	37
0.029847	38
0.029495	38
0.029145	38
0.028798	38
0.028455	38
0.028125	38
0.027798	38
0.027469	38
0.027134	38
0.026797	38
0.026465	39
0.026130	39
0.025796	39
0.025453	39
0.025119	39
0.024794	39
0.024477	39
0.024165	39
0.023855	39
0.023542	39
0.023229	40
0.022918	40
0.022605	40
0.022293	40
0.021975	40
0.021663	40
0.021366	40
0.021075	40
0.020786	40
0.020496	40
0.020209	41
0.019921	41
0.019640	41
0.019359	41
0.019077	41
0.018798	41
0.018528	41
0.018267	41
0.018008	41
0.017754	41
0.017495	42
0.017241	42
0.016980	42
0.016714	42
0.016456	42
0.016205	42
0.015958	42
0.015710	42
0.015471	42
0.015235	42
0.015008	43
0.014792	43
0.014575	43
0.014354	43
0.014126	43
0.013892	43
0.013661	43
0.013425	43
0.013190	43
0.012956	43
0.012719	44
0.012491	44
0.012275	44
0.012061	44
0.011847	44
0.011642	44
0.011441	44
0.011248	44
0.011057	44
0.010872	44
0.010702	45
0.010538	45
0.010358	45
0.010170	45
0.009989	45
0.009803	45
0.009611	45
0.009415	45
0.009223	45
0.009023	45
0.008822	46
0.008624	46
0.008429	46
0.008236	46
0.008051	46
0.007874	46
0.007699	46
0.007534	46
0.007380	46
0.007225	46
0.007069	47
0.006917	47
0.006769	47
0.006623	47
0.006470	47
0.006314	47
0.006163	47
0.006010	47
0.005851	47
0.005683	47
0.005515	48
0.005351	48
0.005189	48
0.005023	48
0.004853	48
0.004679	48
0.004506	48
0.004336	48
0.004166	48
0.004007	48
0.003853	49
0.003710	49
0.003580	49
0.003450	49
0.003332	49
0.003223	49
0.003118	49
0.003024	49
0.002924	49
0.002826	49
