Relaxation	TimeSeparation
0.169338	20
0.167886	21
0.166432	21
0.164985	21
0.163554	21
0.162126	21
0.160712	21
0.159311	21
0.157904	21
0.156490	21
0.155086	21
0.153696	22
0.152321	22
0.150967	22
0.149619	22
0.148274	22
0.146930	22
0.145594	22
0.144274	22
0.142959	22
0.141673	22
0.140395	23
0.139120	23
0.137867	23
0.136624	23
0.135390	23
0.134166	23
0.132953	23
0.131752	23
0.130565	23
0.129383	23
0.128210	24
0.127052	24
0.125916	24
0.124800	24
0.123694	24
0.122602	24
0.121516	24
0.120444	24
0.119382	24
0.118336	24
0.117309	25
0.116291	25
0.115283	25
0.114289	25
0.113315	25
0.112365	25
0.111433	25
0.110517	25
0.109607	25
0.108700	25
0.107809	26
0.106921	26
0.106041	26
0.105159	26
0.104274	26
0.103378	26
0.102479	26
0.101581	26
0.100690	26
0.099794	26
0.098898	27
0.098006	27
0.097124	27
0.096262	27
0.095406	27
0.094557	27
0.093720	27
0.092903	27
0.092084	27
0.091269	27
0.090458	28
0.089649	28
0.088848	28
0.088057	28
0.087265	28
0.086469	28
0.085666	28
0.084849	28
0.084030	28
0.083217	28
0.082411	29
0.081619	29
0.080846	29
0.080069	29
0.079289	29
0.078515	29
0.077753	29
0.077007	29
0.076287	29
0.075579	29
0.074879	30
0.074186	30
0.073492	30
0.072803	30
0.072121	30
0.071439	30
0.070758	30
0.070077	30
0.069407	30
0.068748	30
0.068086	31
0.067426	31
0.066762	31
0.066103	31
0.065456	31
0.064818	31
0.064192	31
0.063586	31
0.062994	31
0.062408	31
0.061826	32
0.061239	32
0.060653	32
0.060067	32
0.059493	32
0.058932	32
0.058375	32
0.057825	32
0.057278	32
0.056734	32
0.056192	33
0.055647	33
0.055106	33
0.054567	33
0.054033	33
0.053517	33
0.053014	33
0.052522	33
0.052042	33
0.051566	33
0.051098	34
0.050624	34
0.050149	34
0.049683	34
0.049228	34
0.048785	34
0.048352	34
0.047916	34
0.047482	34
0.047056	34
0.046640	35
0.046239	35
0.045838	35
0.045445	35
0.045059	35
0.044675	35
0.044297	35
0.043922	35
0.043556	35
0.043194	35
0.042832	36
0.042478	36
0.042128	36
0.041785	36
0.041451	36
0.041120	36
0.040785	36
0.040459	36
0.040138	36
0.039815	36
0.039488	37
0.039162	37
0.038840	37
0.038522	37
0.038199	37
0.037868	37
0.037539	37
0.037209	37
0.036872	37
0.036539	37
0.036213	38
0.035892	38
0.035566	38
0.035236	38
0.034897	38
0.034553	38
0.034211	38
0.033865	38
0.033515	38
0.033167	38
0.032822	39
0.032487	39
0.032159	39
0.031838	39
0.031513	39
0.031184	39
0.030859	39
0.030550	39
0.030249	39
0.029954	39
0.029669	40
0.029392	40
0.029126	40
0.028863	40
0.028597	40
0.028320	40
0.028037	40
0.027752	40
0.027464	40
0.027179	40
0.026894	41
0.026605	41
0.026321	41
0.026038	41
0.025746	41
0.025446	41
0.025147	41
0.024843	41
0.024531	41
0.024220	41
0.023912	42
0.023611	42
0.023326	42
0.023043	42
0.022757	42
0.022471	42
0.022172	42
0.021875	42
0.021586	42
0.021302	42
0.021019	43
0.020740	43
0.020470	43
0.020198	43
0.019927	43
0.019661	43
0.019392	43
0.019110	43
0.018811	43
0.018509	43
0.018200	44
0.017876	44
0.017552	44
0.017228	44
0.016913	44
0.016611	44
0.016312	44
0.016016	44
0.015735	44
0.015468	44
0.015209	45
0.014952	45
0.014695	45
0.014448	45
0.014212	45
0.013990	45
0.013769	45
0.013548	45
0.013330	45
0.013115	45
0.012905	46
0.012685	46
0.012452	46
0.012210	46
0.011961	46
0.011716	46
0.011479	46
0.011257	46
0.011035	46
0.010804	46
0.010566	47
0.010329	47
0.010094	47
0.009856	47
0.009631	47
0.009421	47
0.009223	47
0.009026	47
0.008842	47
0.008670	47
0.008511	48
0.008347	48
0.008188	48
0.008030	48
0.007868	48
0.007711	48
0.007549	48
0.007378	48
0.007205	48
0.007041	48
0.006881	49
0.006731	49
0.006589	49
0.006442	49
0.006292	49
0.006145	49
0.006005	49
0.005877	49
0.005755	49
0.005634	49
