Relaxation	TimeSeparation
0.183950	20
0.182448	21
0.180952	21
0.179458	21
0.177977	21
0.176513	21
0.175073	21
0.173653	21
0.172245	21
0.170840	21
0.169447	21
0.168055	22
0.166668	22
0.165290	22
0.163925	22
0.162571	22
0.161238	22
0.159930	22
0.158646	22
0.157370	22
0.156115	22
0.154870	23
0.153619	23
0.152375	23
0.151134	23
0.149892	23
0.148645	23
0.147392	23
0.146141	23
0.144895	23
0.143648	23
0.142416	24
0.141188	24
0.139980	24
0.138787	24
0.137612	24
0.136455	24
0.135314	24
0.134185	24
0.133058	24
0.131943	24
0.130834	25
0.129725	25
0.128620	25
0.127530	25
0.126456	25
0.125401	25
0.124367	25
0.123344	25
0.122321	25
0.121311	25
0.120315	26
0.119323	26
0.118344	26
0.117376	26
0.116411	26
0.115445	26
0.114482	26
0.113536	26
0.112601	26
0.111675	26
0.110761	27
0.109849	27
0.108948	27
0.108068	27
0.107187	27
0.106306	27
0.105431	27
0.104573	27
0.103729	27
0.102886	27
0.102044	28
0.101213	28
0.100392	28
0.099580	28
0.098769	28
0.097964	28
0.097166	28
0.096378	28
0.095597	28
0.094824	28
0.094048	29
0.093275	29
0.092515	29
0.091767	29
0.091031	29
0.090302	29
0.089600	29
0.088907	29
0.088222	29
0.087544	29
0.086870	30
0.086184	30
0.085504	30
0.084821	30
0.084145	30
0.083472	30
0.082804	30
0.082133	30
0.081469	30
0.080816	30
0.080171	31
0.079527	31
0.078881	31
0.078231	31
0.077583	31
0.076940	31
0.076310	31
0.075681	31
0.075058	31
0.074451	31
0.073852	32
0.073265	32
0.072696	32
0.072139	32
0.071585	32
0.071029	32
0.070464	32
0.069897	32
0.069337	32
0.068783	32
0.068231	33
0.067694	33
0.067171	33
0.066661	33
0.066166	33
0.065678	33
0.065190	33
0.064688	33
0.064190	33
0.063698	33
0.063210	34
0.062733	34
0.062257	34
0.061795	34
0.061331	34
0.060872	34
0.060408	34
0.059946	34
0.059480	34
0.059019	34
0.058552	35
0.058079	35
0.057601	35
0.057120	35
0.056646	35
0.056183	35
0.055729	35
0.055290	35
0.054864	35
0.054460	35
0.054057	36
0.053663	36
0.053281	36
0.052902	36
0.052534	36
0.052169	36
0.051800	36
0.051433	36
0.051067	36
0.050710	36
0.050363	37
0.050012	37
0.049665	37
0.049328	37
0.049001	37
0.048679	37
0.048356	37
0.048035	37
0.047710	37
0.047383	37
0.047070	38
0.046761	38
0.046459	38
0.046166	38
0.045877	38
0.045596	38
0.045317	38
0.045038	38
0.044764	38
0.044498	38
0.044234	39
0.043965	39
0.043700	39
0.043446	39
0.043207	39
0.042975	39
0.042731	39
0.042480	39
0.042222	39
0.041972	39
0.041724	40
0.041478	40
0.041240	40
0.041008	40
0.040778	40
0.040542	40
0.040307	40
0.040079	40
0.039860	40
0.039648	40
0.039443	41
0.039237	41
0.039041	41
0.038850	41
0.038659	41
0.038465	41
0.038267	41
0.038063	41
0.037850	41
0.037635	41
0.037421	42
0.037203	42
0.036977	42
0.036744	42
0.036516	42
0.036288	42
0.036068	42
0.035854	42
0.035651	42
0.035454	42
0.035270	43
0.035093	43
0.034923	43
0.034750	43
0.034577	43
0.034400	43
0.034227	43
0.034060	43
0.033901	43
0.033753	43
0.033603	44
0.033460	44
0.033314	44
0.033170	44
0.033025	44
0.032881	44
0.032737	44
0.032603	44
0.032471	44
0.032343	44
0.032212	45
0.032074	45
0.031933	45
0.031780	45
0.031628	45
0.031473	45
0.031322	45
0.031169	45
0.031004	45
0.030842	45
0.030684	46
0.030529	46
0.030391	46
0.030248	46
0.030095	46
0.029935	46
0.029776	46
0.029610	46
0.029441	46
0.029262	46
0.029084	47
0.028901	47
0.028722	47
0.028552	47
0.028405	47
0.028276	47
0.028165	47
0.028053	47
0.027935	47
0.027809	47
0.027670	48
0.027527	48
0.027383	48
0.027247	48
0.027110	48
0.026980	48
0.026853	48
0.026743	48
0.026637	48
0.026535	48
0.026429	49
0.026330	49
0.026230	49
0.026132	49
0.026033	49
0.025928	49
0.025826	49
0.025723	49
0.025615	49
0.025504	49
