Time	Position	CP
575.500000	148.080792	144.223059
575.600000	148.158941	144.270588
575.700000	148.197240	144.344652
575.800000	148.238760	144.302008
575.900000	148.349632	144.224532
576.000000	148.525712	144.135047
576.100000	148.555634	144.081791
576.200000	148.525244	143.931836
576.300000	148.416880	143.834039
576.400000	148.380148	143.767425
576.500000	148.267371	143.827211
576.600000	148.242059	143.932609
576.700000	148.217635	144.010904
576.800000	148.279805	143.960326
576.900000	148.320733	143.903854
577.000000	148.243988	143.929676
577.100000	148.238108	143.871339
577.200000	148.246991	143.827597
577.300000	148.167755	143.828914
577.400000	148.260585	143.765472
577.500000	148.121218	143.817827
577.600000	148.214776	143.941086
577.700000	148.212353	144.030409
577.800000	148.249701	144.127503
577.900000	148.229764	144.355036
578.000000	148.319849	144.559683
578.100000	148.229788	144.670648
578.200000	148.257779	144.793055
578.300000	148.052863	144.672069
578.400000	148.144638	144.697183
578.500000	148.219815	144.687181
578.600000	148.245773	144.687909
578.700000	148.190678	144.718741
578.800000	148.134140	144.716037
578.900000	148.174294	144.640833
579.000000	148.282712	144.615096
579.100000	148.320965	144.531233
579.200000	148.372557	144.536698
579.300000	148.331235	144.523990
579.400000	148.447493	144.520024
579.500000	148.428707	144.502477
579.600000	148.489284	144.504190
579.700000	148.501227	144.616303
579.800000	148.584028	144.803687
579.900000	148.708237	145.030370
580.000000	148.580298	145.078011
580.100000	148.450982	145.153180
580.200000	148.676835	145.249271
580.300000	148.904726	145.247280
580.400000	149.066814	145.322701
580.500000	149.252261	145.358105
580.600000	149.424740	145.203724
580.700000	149.632004	145.034670
580.800000	149.662584	144.903743
580.900000	149.581520	144.743030
581.000000	149.410241	144.600297
581.100000	149.331628	144.440509
581.200000	149.159674	144.353990
581.300000	149.000620	144.375647
581.400000	148.873847	144.406323
581.500000	148.767570	144.346649
581.600000	148.827104	144.386302
581.700000	148.958670	144.512662
581.800000	148.966439	144.586572
581.900000	148.815255	144.723405
582.000000	148.743054	144.724682
582.100000	148.863729	144.584939
582.200000	148.969248	144.711175
582.300000	149.145790	144.829296
582.400000	149.015317	144.846078
582.500000	149.004319	144.754268
582.600000	148.759150	144.691979
582.700000	148.813734	144.600998
582.800000	148.689340	144.619153
582.900000	148.938717	144.786862
583.000000	148.858610	145.021938
583.100000	148.755569	145.121378
583.200000	148.807503	145.211493
583.300000	148.902371	145.311413
583.400000	149.085362	145.383628
583.500000	149.250596	145.396500
583.600000	149.389497	145.492513
583.700000	149.407461	145.563741
583.800000	149.579310	145.696962
583.900000	149.678001	145.703040
584.000000	149.865117	145.620232
584.100000	150.036160	145.576082
584.200000	149.967517	145.573919
584.300000	150.075424	145.667018
584.400000	149.888831	145.748998
584.500000	149.921420	145.839199
584.600000	150.007423	145.813213
584.700000	150.114145	145.859687
584.800000	149.969516	145.890149
584.900000	149.996843	145.907257
585.000000	150.074566	145.791849
585.100000	150.063255	145.726642
585.200000	149.979558	145.609276
585.300000	149.938350	145.405261
585.400000	149.713637	145.199516
585.500000	149.741451	145.045158
585.600000	149.713900	145.060777
585.700000	149.655691	145.025391
585.800000	149.652035	145.130084
585.900000	149.632425	145.191391
586.000000	149.579280	145.364772
586.100000	149.571728	145.467049
586.200000	149.608528	145.440160
586.300000	149.584291	145.422439
586.400000	149.523415	145.472329
586.500000	149.601895	145.589810
586.600000	149.630292	145.728510
586.700000	149.653088	145.880026
586.800000	149.702005	145.994462
586.900000	149.829457	146.116646
587.000000	149.848436	146.205132
587.100000	149.684183	146.252090
587.200000	149.615939	146.304733
587.300000	149.652011	146.439806
587.400000	149.829731	146.434772
587.500000	149.796371	146.591114
587.600000	149.912066	146.758148
587.700000	149.977189	146.866548
587.800000	150.368141	147.014488
587.900000	150.587254	147.137665
588.000000	150.800629	147.204376
588.100000	150.881475	147.228992
588.200000	151.022628	147.229387
588.300000	151.058830	147.284503
588.400000	151.098092	147.200594
588.500000	151.203401	146.940537
588.600000	151.073095	146.765819
588.700000	151.023814	146.509494
588.800000	150.885719	146.275495
588.900000	150.778122	146.061837
589.000000	150.768931	146.007439
589.100000	150.736560	145.994306
589.200000	150.848262	146.037577
589.300000	150.918945	146.108544
589.400000	150.918208	146.254579
589.500000	151.033041	146.502217
589.600000	150.946157	146.649580
589.700000	150.868343	146.867636
589.800000	150.875254	147.164235
589.900000	150.858209	147.475242
590.000000	150.648362	147.663963
590.100000	150.629642	147.845780
590.200000	150.675591	148.038796
590.300000	151.004819	148.145405
590.400000	151.230852	148.209491
590.500000	151.404155	148.302013
590.600000	151.562030	148.403352
590.700000	151.718518	148.358679
590.800000	151.792741	148.308799
590.900000	151.825709	148.159372
591.000000	151.940794	148.036535
591.100000	151.899425	147.966365
591.200000	151.959848	147.940478
591.300000	151.916844	147.852519
591.400000	151.923218	147.802169
591.500000	151.916578	147.722467
591.600000	152.018674	147.714827
591.700000	152.083362	147.812746
591.800000	152.141758	147.795386
591.900000	152.116379	147.713635
592.000000	152.063158	147.713346
592.100000	152.081467	147.640626
